mmsi,shiptype,valid_from,valid_to,shipname,geartype,flag,callsign,imo,tonnage,length,national_id,rfmo_id,rank_name,notes,clav_VRMFID,clav_DateUpdated,clav_TUVI,clav_FlagCode,clav_ParentVesselTypeCode,clav_ParentVesselType,clav_VesselTypeCode,clav_GearTypeCode,clav_LengthTypeCode,clav_TonnageTypeCode,clav_PreviousName,clav_PreviousNameDate,clav_PreviousFlagCode,clav_PreviousFlagCodeDate,clav_AutStatus,clav_DateAutStart,clav_DateAutEnd,clav_DateAutTerm,clav_AutTermCode,clav_AutTermDescription,clav_AutTermReason,clav_URLID
367344000,Purse seiners,8/28/2014 3:09:39,12/31/2015 22:18:53,Sea Honor,Purse seines,United States of America,WDE4114,9517276,1376,63.12,1210858,13559,IATTC,,31154,5/7/2008 2:00:00,15807,USA,SO,Seiners,SP,PS,LOA,GT,,,,,Unauthorized,,5/7/2008 2:00:00,5/7/2008 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
238997540,Non-fishing vessels nei,7/17/2013 12:44:43,12/31/2015 23:47:40,JADRAN I,Gear not known or not specified,Croatia,9A3062,,113,25.5,HRV000000906,ATEU0HRV00030,ICCAT,,32633,4/23/2015 3:30:28,30518,HRV,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,Jadran I,12/22/2014 5:24:19,YUG,5/15/2011 15:00:00,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,172
224024450,Longliners,5/13/2013 17:03:34,12/19/2015 15:53:09,NUEVO PUNTA NEGRA,Drifting longlines,Spain,EA3173,,105,22,ESP000023704,IOTC015379,IOTC,,35508,3/30/2015 4:13:08,20788,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,78025
432463000,Longliners,1/1/2012 6:28:14,12/31/2015 12:50:31,HINODE MARU No. 38,Longlines (not specified),Japan,JHFK,9311919,439,49.52,SO1-1216,AT000JPN00236,ICCAT,,6988,7/3/2014 5:48:46,436,JPN,LO,Liners,LL,LL,LOA,GRT,HINODE MARU NO. 38,7/31/2007 17:00:00,DNK,7/30/2007 15:00:00,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,119
416631000,Tuna longliners,8/30/2014 10:16:36,12/31/2015 21:17:31,CHIEN CHANG NO.36,Handline and pole-lines (hand operated),"Taiwan, Republic of China",BH3282,,497,52.6,CT6-1282,AT000TAI00249,ICCAT,,8174,5/16/2012 17:00:00,2874,TWN,LO,Liners,LLT,LHP,LOA,GRT,,,,,Unauthorized,,,5/16/2012 17:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,18812
271056004,Purse seiners,3/1/2013 22:05:16,12/29/2015 16:14:25,YAHYA KAPTAN-7,Purse seines,Turkey,TCA2423,,53.21,24,TUR001471826,AT000TUR00529,ICCAT,,8730,4/9/2015 10:57:43,7354,TUR,SO,Seiners,SP,PS,LOA,GT,,,,,Unauthorized,8/31/2012 17:00:00,1/13/2015 18:00:00,4/9/2015 10:57:43,2,Expiration of authorization,Explicit CLAV 'DROP' request,7254
432045000,Tuna longliners,1/2/2012 16:48:51,12/31/2015 22:04:42,KORYO MARU NO.81,Drifting longlines,Japan,JFFQ,,499,52.6,TY1-183,1365,WCPFC,,20209,7/28/2014 16:14:14,624,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
416000464,Tuna longliners,1/16/2013 7:58:57,10/20/2015 22:08:57,CHUAN YI,Gear not known or not specified,"Taiwan, Republic of China",BK7487,,41.74,20.35,CT3-5487,3017,WCPFC,,21767,11/1/2015 1:21:38,13543,TWN,LO,Liners,LLT,UNK,LOA,GT,HAI CHENG NO.1,10/19/2012 15:00:00,,,Authorized,10/21/2012 8:00:00,10/20/2017 8:00:00,,,,,
431722000,Pole and Line vessels,1/3/2012 4:54:44,12/31/2015 23:03:01,TOYOKUNI MARU NO.8,Handline and pole-lines (hand operated),Japan,JEHR,,483,62.78,SO1-1151,316,WCPFC,,21916,7/30/2014 19:55:36,1283,JPN,LO,Liners,LP,LHP,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
416003724,Tuna longliners,10/15/2014 9:01:39,12/8/2015 2:30:43,JINN JYI CHYUN NO.66,Longlines (not specified),"Taiwan, Republic of China",BJ4627,,79.64,27.8,CT4-2627,3727,WCPFC,,22490,8/8/2015 0:21:11,14203,TWN,LO,Liners,LLT,LL,LOA,GT,JIN SHENG TSAIR,2/16/2011 8:00:00,,,Authorized,9/29/2014 8:00:00,9/28/2019 8:00:00,,,,,
431702510,Longliners,8/24/2014 4:11:10,12/27/2015 11:36:43,53 HOUYO MARU,Longlines (not specified),Japan,JE3104,,147,31.42,MG1-1871,394,CCSBT,,26777,4/29/2006 9:00:00,629,JPN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,9/14/2003 15:00:00,4/28/2006 15:00:00,4/29/2006 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,449
224782000,Purse seiners,12/13/2013 11:55:26,12/1/2015 5:02:02,ALBACORA UNO,Purse seines,Spain,EAMB,9127435,3584,105,ESP000023164,ATEU0ESP03586,ICCAT,,33508,2/19/2015 9:10:04,1424,ESP,SO,Seiners,SP,PS,LOA,GT,ADONEY,3/13/2014 9:31:20,,,Authorized,3/31/2014 17:00:00,12/30/2015 18:00:00,,,,,27141
432962000,Longliners,2/10/2014 4:16:53,12/31/2015 22:57:01,HOSHIN MARU No.78,Longlines (not specified),Japan,7JQB,9690303,439,49.99,TY1-220,AT000JPN00645,ICCAT,,33516,7/3/2014 5:48:47,24852,JPN,LO,Liners,LL,LL,LOA,GRT,HOSHIN MARU NO.78,3/3/2014 15:00:00,,,Authorized,3/3/2014 15:00:00,7/30/2017 15:00:00,,,,,27314
271072938,Trollers,3/1/2013 0:20:26,12/2/2015 11:21:05,ZEYT��NO��LU-2,Other trawls (not specified),Turkey,TCA2000,,77.46,20.45,TUR550104125,AT000TUR00476,ICCAT,,33729,2/14/2014 4:09:22,28827,TUR,LO,Liners,LT,TX,LOA,GRT,,,,,Unauthorized,8/31/2012 15:00:00,10/23/2013 15:00:00,2/14/2014 4:09:22,2,Expiration of authorization,Explicit CLAV 'DROP' request,5247
247113290,Non-fishing vessels nei,7/9/2012 12:09:18,11/16/2015 10:10:05,MARIA SS. DI COSTANTINOPOLI,Gear not known or not specified,Italy,IIJA2,,157,27.5,ITA000027903,ATEU0ITA00826,ICCAT,,34059,3/23/2015 6:24:54,28686,ITA,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,,,,,Authorized,,12/30/2015 18:00:00,,,,,7386
224024480,Pole and Line vessels,5/6/2012 12:34:50,12/31/2015 23:59:06,NUEVO SAN LUIS,Handline and pole-lines (mechanized),Spain,EDXL,,116,31.5,ESP000010878,IOTC015366,IOTC,,35495,3/30/2015 4:13:06,8070,ESP,LO,Liners,LP,LHM,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,78012
224045260,Longliners,7/31/2012 19:58:42,12/18/2015 15:31:56,CANTO NUEVO,Drifting longlines,Spain,EBVH,,99,27,GI-6-2-01,IOTC000211,IOTC,,36031,3/6/2007 7:58:56,7952,ESP,LO,Liners,LL,LLD,LOA,GRT,,,,,Unauthorized,8/22/2005 15:00:00,3/6/2007 7:58:56,3/6/2007 7:58:56,2,Expiration of authorization,Explicit CLAV 'DROP' request,7680
416211600,Longliners,11/29/2012 6:53:22,12/31/2015 19:36:21,Chiuan Fa Cheng No. 166,Longlines (not specified),"Taiwan, Republic of China",BJ4620,,96,26.15,CT4-2620,14635,IATTC,,4010,12/2/2013 3:00:00,136,TWN,LO,Liners,LL,LL,LOA,GT,CHIUAN FA CHENG NO. 166,2/21/2011 3:00:00,,,Authorized,,,,,,,
412420435,Tuna longliners,8/1/2012 11:02:18,12/31/2015 9:43:44,HAI XING 717,Drifting longlines,China,BZ9VG,,,36.3,Z07-110780,14722,IATTC,,4084,5/18/2012 2:00:00,21192,CHN,LO,Liners,LLT,LLD,LOA,,,,,,Authorized,,,,,,,
416875000,Longliners,5/16/2013 0:01:44,2/7/2015 8:00:44,WIN LAI FAR,Longlines (not specified),"Taiwan, Republic of China",BH2954,8747379,499,53.8,CT6-0954,4110,CCSBT,,714,9/29/2015 9:00:00,2577,TWN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,3/31/2014 8:00:00,9/29/2015 9:00:00,9/29/2015 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,15067
271069015,Purse seiners,9/9/2013 17:06:48,12/13/2015 18:53:34,��AH��N BALIK��ILIK,Purse seines,Turkey,TC4718,,52,31.2,TUR001479628,AT000TUR00237,ICCAT,,8473,12/16/2014 9:21:50,7097,TUR,SO,Seiners,SP,PS,LOA,GT,SAHIN BALIKCILIK,2/16/2011 18:00:00,,,Expired,8/31/2012 15:00:00,6/17/2015 15:00:00,,,,,2388
224076000,Longliners,2/29/2012 20:39:46,12/31/2015 22:17:54,ALEMAR PRIMERO,Handline and pole-lines (hand operated),Spain,ECBE,9266748,222,31,ESP000025526,ATEU0ESP00018,ICCAT,,9547,4/13/2015 8:09:52,15,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1409
224069850,Pole and Line vessels,3/6/2012 19:07:50,12/9/2015 9:11:11,TUKU TUKU,Handline and pole-lines (hand operated),Spain,EBXE,9248875,159,32,ESP000025231,ATEU0ESP00400,ICCAT,,9860,4/13/2015 8:09:59,8149,ESP,LO,Liners,LP,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1582
576660000,Longliners,5/19/2015 11:37:35,12/31/2015 12:50:00,TUNA LANE NO.1,Longlines (not specified),Vanuatu,YJVX2,9715103,93.18,23.8,1908,11287,WCPFC,,1000579,10/19/2015 21:26:52,38226,VUT,LO,Liners,LL,LL,LOA,GRT,,,MDV,6/9/2015 15:00:00,Authorized,6/11/2015 8:00:00,6/10/2018 8:00:00,,,,,
431701010,Longliners,10/7/2014 11:10:06,12/30/2015 23:17:45,SHOSHIN MARU No.38,Drifting longlines,Japan,JMZB,8821371,660,49.32,AM1-636,IOTC001484,IOTC,,12402,11/9/2012 1:08:00,1150,JPN,LO,Liners,LL,LLD,LOA,GT,SHOSHIN MARU NO.38,7/31/2007 15:00:00,,,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,50777
440233000,Tuna purse seiners,1/3/2012 0:59:12,12/16/2015 13:47:06,CARIBE,Purse seines,"Korea, Republic of",DTBQ7,,733,69.87,0407001- 6261108,IOTC008411,IOTC,,14540,3/30/2015 5:52:38,85,KOR,SO,Seiners,SPT,PS,LOA,GT,,,,,Unauthorized,3/29/2015 15:00:00,,3/30/2015 5:52:38,2,Expiration of authorization,Explicit CLAV 'DROP' request,78076
503798900,Longliners,9/3/2013 13:20:25,12/31/2015 22:54:11,ESBJORN,Drifting longlines,Australia,VMQ8546,,160,23.78,O767,IOTC008529,IOTC,,14568,2/19/2015 6:12:43,1671,AUS,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,10/19/2014 15:00:00,2/27/2016 15:00:00,,,,,76981
412699540,Tuna longliners,5/8/2015 10:27:45,12/31/2015 23:03:11,SHEN LIAN CHENG 736,Drifting longlines,China,BZXC25,8663183,107,26.5,���YUE���CHUANDENG(JI)(2012)FT-100013,1271,WCPFC,,20125,12/9/2015 3:29:44,12340,CHN,LO,Liners,LLT,LLD,LOA,GT,FU���YUAN���YU���036,3/29/2014 15:00:00,,,Authorized,3/31/2014 8:00:00,3/30/2017 8:00:00,,,,,
416000415,Tuna longliners,4/11/2014 1:50:36,12/19/2015 15:26:44,SHENG FENG NO.76,Longlines (not specified),"Taiwan, Republic of China",BJ4319,,55.71,21.95,CT4-2319,3513,WCPFC,,22281,7/24/2015 3:26:24,14015,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,3/5/2013 8:00:00,3/4/2018 8:00:00,,,,,
735057564,Tuna purse seiners,1/11/2012 6:51:46,12/29/2015 2:39:24,CHARO,One boat operated purse seines,Ecuador,HC2995,,2384,86.79,P-04-00506,8907,WCPFC,,24915,8/25/2015 1:43:59,113,ECU,SO,Seiners,SPT,PS1,LOA,GT,TUNGUI,6/28/2014 15:00:00,BLZ,6/28/2014 15:00:00,Authorized,6/30/2015 8:00:00,6/30/2016 8:00:00,,,,,
227146600,Trawlers,2/10/2012 15:02:40,12/22/2015 19:04:57,JEAN LOUIS VINCENT,Bottom trawls,France,FQBL,8663444,154.23,24.9,FRA000923734,ATEU0FRA00426,ICCAT,,34065,1/20/2015 6:20:41,28692,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,17290
412331109,Longliners,1/3/2015 5:17:26,2/12/2015 10:19:49,LU QING YUAN YU 106,Drifting longlines,China,,,496,43,(LU)CHUANDENG(JI)(2015)FT-200006,IOTC015935,IOTC,,42050,2/13/2015 4:12:56,36667,CHN,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,1/25/2015 15:00:00,3/30/2018 15:00:00,,,,,76617
432319000,Longliners,1/11/2012 10:36:52,12/31/2015 11:06:24,RYOAN MARU NO. 85,Longlines (not specified),Japan,JCHG,,,50.8,MG1-1985,9061,IATTC,,6247,2/21/2011 3:00:00,1007,JPN,LO,Liners,LL,LL,LOA,,,,,,Authorized,,,,,,,
224085250,Purse seiners,6/19/2012 22:28:07,12/4/2015 8:15:47,GAMECHO,Purse seines,Spain,EA8948,,87,26.64,ESP000023037,ATEU0ESP00114,ICCAT,,9622,4/13/2015 8:09:53,7970,ESP,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1768
224197150,Longliners,1/21/2012 7:20:08,12/31/2015 18:57:15,HERMANOS LABAEN,Handline and pole-lines (hand operated),Spain,EATL,9198800,238,29.3,ESP000023978,ATEU0ESP00140,ICCAT,,9642,4/14/2015 8:09:54,7985,ESP,LO,Liners,LL,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1666
338287000,Multipurpose vessels nei,5/31/2015 5:25:08,10/30/2015 4:40:27,Scandia,Multigear not specified,United States of America,WSP4876,,52,17.67,537284,10977,IATTC,,2011,10/30/2014 2:00:00,1040,USA,MO,Multipurpose vessels,MOX,MUL,LOA,GT,SCANDIA,2/21/2011 3:00:00,,,Authorized,,,,,,,
431602620,Tuna longliners,8/3/2015 14:22:04,12/30/2015 10:55:50,WAKASHIO MARU NO.82,Drifting longlines,Japan,JMOX,,409,49.9,KG1-582,385,WCPFC,,22615,7/30/2014 19:39:37,1329,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
431424000,Longliners,8/1/2012 2:07:04,12/31/2015 18:03:14,SUMIYOSHI MARU NO. 71,Longlines (not specified),Japan,JCMV,,,52.76,KN1-687,4153,IATTC,,4592,2/21/2011 3:00:00,1196,JPN,LO,Liners,LL,LL,LOA,,,,,,Authorized,,,,,,,
412989000,Longliners,9/14/2012 1:08:28,12/31/2015 6:53:22,XIN SHI JI 37,Longlines (not specified),China,BZUY8,,300,48.6,Z07-100721,7091,IATTC,,5581,2/21/2011 3:00:00,1364,CHN,LO,Liners,LL,LL,LOA,GRT,,,,,Authorized,,,,,,,
224016620,Purse seiners,2/18/2014 1:26:51,12/17/2015 9:21:10,CAVALLETS,Purse seines,Spain,EA2324,,39.11,20.18,ESP000022016,ATEU0ESP03317,ICCAT,,10126,12/4/2014 11:28:31,21005,ESP,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,12/31/2010 15:00:00,12/30/2015 15:00:00,,,,,22721
247144350,Longliners,4/2/2015 14:51:06,4/23/2015 0:10:44,COSTANTINO,Handline and pole-lines (hand operated),Italy,ILUC,,43.36,20.75,ITA000016159,ATEU0ITA00906,ICCAT,,11183,1/22/2013 18:00:00,20007,ITA,LO,Liners,LL,LHP,LOA,GRT,,,,,Authorized,12/31/2009 18:00:00,12/30/2015 18:00:00,,,,,8860
440575000,Tuna purse seiners,1/3/2012 14:02:08,12/31/2015 22:54:35,COSMOS KIM,Purse seines,"Korea, Republic of",HLLF,,734,69.49,9510055- 6260009,IOTC008410,IOTC,,14539,3/30/2015 7:41:56,190,KOR,SO,Seiners,SPT,PS,LOA,GT,,,,,Unauthorized,3/29/2015 15:00:00,,3/30/2015 7:41:56,2,Expiration of authorization,Explicit CLAV 'DROP' request,78289
431935000,Pole and Line vessels,1/1/2012 8:51:45,12/31/2015 10:58:29,OTOSHIRO MARU NO. 3,Handline and pole-lines (hand operated),Japan,JFJX,,499,56.87,ME1-913,324,WCPFC,,22000,7/30/2014 19:57:27,915,JPN,LO,Liners,LP,LHP,RGL,GRT,,,,,Authorized,7/30/2012 15:00:00,7/29/2017 15:00:00,,,,,
431500470,Longliners,6/4/2014 14:04:43,12/29/2015 12:12:24,88 TAIWA MARU,Longlines (not specified),Japan,JPSY,,409,49.9,KO1-828,607,CCSBT,,26951,4/29/2006 9:00:00,1229,JPN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,5/31/2003 15:00:00,4/28/2006 15:00:00,4/29/2006 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,662
431799000,Longliners,10/29/2015 2:10:47,11/3/2015 0:06:36,68 FUKUYOSHI MARU,Drifting longlines,Japan,7LJM,,979,59.88,MG1-1970,IOTC001589,IOTC,,36517,1/16/2015 9:34:42,22658,JPN,LO,Liners,LL,LLD,LOA,GT,,,,,Unauthorized,8/18/2004 15:00:00,,1/16/2015 9:34:42,2,Expiration of authorization,Explicit CLAV 'DROP' request,5661
431329000,Longliners,1/1/2012 6:00:43,12/31/2015 20:09:30,KOEI MARU No. 108,Longlines (not specified),Japan,JDYH,9185372,395,49.2,KG1-80,AT000JPN00044,ICCAT,,6898,7/15/2015 2:29:06,617,JPN,LO,Liners,LL,LL,LOA,GRT,KOEI MARU NO. 108,7/31/2007 17:00:00,,,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3437
366839610,Purse seiners,9/12/2012 14:50:51,11/7/2015 14:52:18,DIANE MARIE,Purse seines,United States of America,WDF8327,8940751,194,28,1041740,AT000USA00045,ICCAT,,8759,4/9/2015 11:25:37,7383,USA,SO,Seiners,SP,PS,LOA,GRT,,,,,Unauthorized,1/7/2014 18:00:00,12/30/2014 18:00:00,4/9/2015 11:25:37,2,Expiration of authorization,Explicit CLAV 'DROP' request,2107
247121260,Trawlers,10/16/2012 18:01:07,12/29/2015 9:29:19,EFESTO,Bottom trawls,Italy,IPDE,,115,23.92,ITA000018561,ATEU0ITA00171,ICCAT,,10720,12/16/2014 10:43:55,8679,ITA,TO,Trawlers,TO,TB,LOA,GT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1174
431797000,Tuna longliners,1/1/2012 5:58:24,12/31/2015 22:39:08,TAIYO MARU NO.5,Drifting longlines,Japan,JBME,,432,49.99,FSI-650,1437,WCPFC,,20267,11/7/2014 4:51:09,1236,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/31/2012 8:00:00,7/30/2017 8:00:00,,,,,
416182700,Tuna longliners,7/10/2015 10:04:21,12/27/2015 5:10:02,SIE JIAN LI NO.68,Longlines (not specified),"Taiwan, Republic of China",BK6550,,41.35,22.09,CT3-4550,2621,WCPFC,,21358,7/28/2015 2:18:51,13159,TWN,LO,Liners,LLT,LL,LOA,GT,HSIEE CHIEN NO.8,2/15/2011 8:00:00,,,Authorized,4/4/2012 8:00:00,4/3/2017 8:00:00,,,,,
416003371,Tuna longliners,5/22/2013 6:28:07,11/29/2015 4:26:58,YU JINN MAAN NO.6,Longlines (not specified),"Taiwan, Republic of China",BJ4407,,63.58,23.6,CT4-2407,3602,WCPFC,,22367,8/18/2015 2:08:34,14094,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,12/10/2012 8:00:00,12/9/2017 8:00:00,,,,,
510038000,Tuna longliners,5/11/2015 1:13:10,12/31/2015 23:02:10,MISS LUEN,Longlines (not specified),"Micronesia, Federated States of",V6P1833,9300099,136,34.32,VR0091,8655,WCPFC,,24707,10/14/2015 19:18:14,15603,FSM,LO,Liners,LLT,LL,RGL,GT,,,BLZ,9/27/2006 15:00:00,Authorized,9/29/2006 8:00:00,9/3/2016 8:00:00,,,,,
412460007,Longliners,8/20/2015 22:11:33,12/31/2015 23:00:25,Hua Nan Yu 721,Longlines (not specified),China,BZXD28,,196,32.74,(Yue)Chuandeng(Ji)(2011)FT-100036,15322,IATTC,,28419,7/18/2013 2:00:00,21166,CHN,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,,,,,,,
238621810,Purse seiners,10/27/2013 19:12:48,12/9/2015 23:26:33,MOLO,Purse seines,Croatia,9A4036,7912147,116,23.2,1449,ATEU0HRV00044,ICCAT,,33683,5/7/2013 2:45:29,31565,HRV,SO,Seiners,SP,PS,LOA,GT,MOLO,3/11/2002 15:00:00,HRV,3/11/2002 15:00:00,Unauthorized,3/11/2002 15:00:00,12/30/2013 15:00:00,5/7/2013 2:45:29,2,Expiration of authorization,Explicit CLAV 'DROP' request,3616
735057642,Purse seiners,1/3/2012 16:42:34,12/31/2015 19:51:27,Mariella,Purse seines,Ecuador,,8113401,1226,69.18,P-00-0759,3913,IATTC,,4527,1/6/2015 3:00:00,20315,ECU,SO,Seiners,SP,PS,LOA,GT,MARIELLA,9/30/2011 2:00:00,VUT,9/28/2011 15:00:00,Authorized,,,,,,,
431702470,Longliners,10/21/2015 11:47:32,12/31/2015 9:02:05,Taiyo Maru No. 37,Longlines (not specified),Japan,JKRY,,379,48.03,FS1-555,4707,IATTC,,4752,8/29/2014 14:13:00,1234,JPN,LO,Liners,LL,LL,LOA,GT,TAIYO MARU NO. 37,2/21/2011 3:00:00,,,Authorized,,,,,,,
441825000,Tuna longliners,1/1/2012 3:27:04,12/31/2015 13:00:17,FUKUICHI MARU?NO. 82,Handline and pole-lines (hand operated),Japan,7LJA,,379,48.2,SO1-1021,AT000JPN00476,ICCAT,,7107,5/16/2012 17:00:00,344,JPN,LO,Liners,LLT,LHP,RGL,GRT,FUKUICHI MARU NO. 82,7/31/2007 17:00:00,,,Unauthorized,,,5/16/2012 17:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,3107
440703000,Longliners,1/1/2012 0:00:19,12/30/2015 22:30:49,Oryong No.721,Longlines (not specified),"Korea, Republic of",DTAH8,8815700,416,49.61,9705004-6260007,AT000KOR00154,ICCAT,,7305,10/29/2015 6:27:38,857,KOR,LO,Liners,LL,LL,LOA,GRT,MICHELANGELO I��,10/9/2013 4:23:50,,,Authorized,10/7/2015 17:00:00,8/7/2020 17:00:00,,,,,2886
224004870,Pole and Line vessels,4/2/2012 8:20:58,3/15/2013 15:35:26,KUKU ARI,Handline and pole-lines (hand operated),Spain,EGBJ,,130.14,31.53,ESP000001663,ATEU0ESP00170,ICCAT,,9667,3/13/2014 5:58:05,8006,ESP,LO,Liners,LP,LHP,LOA,GRT,,,,,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1824
416631000,Longliners,7/1/2015 7:59:57,10/3/2015 18:59:36,CHIEN CHANG 36,Longlines (not specified),"Taiwan, Republic of China",BH3282,8749456,497,52.65,CT6-1282,81,CCSBT,,1734,9/29/2015 9:00:00,2874,TWN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,3/31/2014 8:00:00,9/29/2015 9:00:00,9/29/2015 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,15089
416002474,Tuna longliners,6/23/2013 1:45:23,11/2/2015 0:43:39,SHUEN DE CHING NO.12,Longlines (not specified),"Taiwan, Republic of China",BJ3920,,70.58,22.55,CT4-1920,3381,WCPFC,,22146,7/27/2015 3:03:21,13892,TWN,LO,Liners,LLT,LL,LOA,GT,JINN HORNG FA,2/16/2011 8:00:00,,,Authorized,3/28/2013 8:00:00,3/27/2018 8:00:00,,,,,
368489000,Tuna purse seiners,8/25/2013 13:24:34,12/31/2015 21:50:30,CAPE MAY,Purse seines,United States of America,WDE2195,8103028,1167,61.17,645777,4241,WCPFC,,22986,7/19/2015 19:34:57,14385,USA,SO,Seiners,SPT,PS,RGL,GRT,LEGACY,11/28/2007 8:00:00,,,Authorized,11/29/2012 8:00:00,11/29/2017 8:00:00,,,,,
368046000,Tuna purse seiners,1/30/2015 3:19:28,12/31/2015 12:19:12,SEA DEFENDER,Purse seines,United States of America,WDD8934,8996190,1415,63.79,1202621,8774,WCPFC,,24795,7/19/2015 19:36:17,15659,USA,SO,Seiners,SPT,PS,RGL,GRT,YUNG DA FA NO. 668,9/25/2012 15:00:00,VUT,9/25/2007 15:00:00,Authorized,9/27/2012 8:00:00,9/27/2017 8:00:00,,,,,
431602530,Longliners,9/30/2014 6:27:29,12/31/2015 17:58:53,20 KYOSHIN MARU,Longlines (not specified),Japan,JNJG,,439,51.2,KG1-182,708,CCSBT,,27020,4/29/2006 9:00:00,663,JPN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,7/28/2002 15:00:00,4/28/2006 15:00:00,4/29/2006 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,763
238117940,Non-fishing vessels nei,10/7/2013 7:33:12,12/7/2015 7:12:57,TRAPA,Gear not known or not specified,Croatia,9A8497,7017090,115,24.2,HRV000001506,ATEU0HRV00075,ICCAT,,32815,4/23/2015 3:30:28,30699,HRV,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,Trapa,12/22/2014 5:24:19,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,5192
416220800,Longliners,8/1/2012 11:02:51,12/31/2015 10:48:01,Jin Tsai Fu No. 888,Longlines (not specified),"Taiwan, Republic of China",BH3378,,246,36.6,CT6-1378,13544,IATTC,,3299,3/17/2011 2:00:00,129,TWN,LO,Liners,LL,LL,LOA,GT,Ching Kuo Fa No. 2,3/16/2011 2:00:00,,,Authorized,,,,,,,
227593840,Trawlers,7/6/2012 7:28:37,11/2/2015 13:36:05,CIRCE,Bottom trawls,France,FV5167,,153.49,24.9,FRA000768847,ATEU0FRA00486,ICCAT,,34082,1/19/2015 6:20:34,28709,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,17350
529529000,Fish carriers,10/18/2012 4:18:09,7/17/2015 7:25:21,CHAN HAN 6,,Panama,3FJL9,7812074,3835,103.73,47352-PEXT,9421,WCPFC,,40860,7/14/2015 22:50:11,35475,PAN,FO,Fish carriers,FO,,LOA,GRT,FRIO JAPAN,11/29/2013 15:00:00,KIR,11/30/2013 15:00:00,Authorized,6/30/2015 8:00:00,6/30/2016 8:00:00,,,,,
271072878,Purse seiners,10/28/2012 11:14:43,12/21/2015 7:12:16,MAMUL�� RE��S-III,Purse seines,Turkey,TC9921,8984953,532,48.7,TUR001430553��,AT000TUR00033,ICCAT,,8280,5/12/2015 5:51:10,6905,TUR,SO,Seiners,SP,PS,LOA,GT,MAMULI REIS-3,5/20/2013 2:54:26,,,Authorized,2/28/2015 18:00:00,2/27/2016 18:00:00,,,,,2663
